m,n,k,b,p,q,algo,lookahead,gflops
256,256,256,256,16,4,bcast,0,4.640940
256,256,256,256,16,4,p2p-i-la,1,13.011642
512,512,512,256,16,4,p2p,0,9.589017
512,512,512,256,16,4,bcast,0,16.977786
512,512,512,256,16,4,p2p-i-la,1,27.956541
512,512,512,256,16,4,p2p-i-la,2,27.956541
1024,1024,1024,256,16,4,p2p,0,30.241243
1024,1024,1024,256,16,4,bcast,0,47.367946
1024,1024,1024,256,16,4,p2p-i-la,1,59.665317
1024,1024,1024,256,16,4,p2p-i-la,2,59.950102
1024,1024,1024,256,16,4,p2p-i-la,3,59.916983
1024,1024,1024,256,16,4,p2p-i-la,4,59.916983
1536,1536,1536,256,16,4,p2p,0,39.315872
1536,1536,1536,256,16,4,bcast,0,72.501669
1536,1536,1536,256,16,4,p2p-i-la,1,92.385698
1536,1536,1536,256,16,4,p2p-i-la,2,92.390673
1536,1536,1536,256,16,4,p2p-i-la,3,92.390357
1536,1536,1536,256,16,4,p2p-i-la,4,92.390357
1536,1536,1536,256,16,4,p2p-i-la,5,92.390805
1536,1536,1536,256,16,4,p2p-i-la,6,92.390805
2048,2048,2048,256,16,4,p2p,0,62.886845
2048,2048,2048,256,16,4,bcast,0,101.861255
2048,2048,2048,256,16,4,p2p-i-la,1,123.464844
2048,2048,2048,256,16,4,p2p-i-la,2,124.832837
2048,2048,2048,256,16,4,p2p-i-la,3,124.765657
2048,2048,2048,256,16,4,p2p-i-la,4,124.898561
2048,2048,2048,256,16,4,p2p-i-la,5,125.017526
2048,2048,2048,256,16,4,p2p-i-la,6,125.444936
2048,2048,2048,256,16,4,p2p-i-la,7,125.426840
2048,2048,2048,256,16,4,p2p-i-la,8,125.426840
3072,3072,3072,256,16,4,p2p,0,92.223761
3072,3072,3072,256,16,4,bcast,0,155.617886
3072,3072,3072,256,16,4,p2p-i-la,1,185.577452
3072,3072,3072,256,16,4,p2p-i-la,2,185.248014
3072,3072,3072,256,16,4,p2p-i-la,3,192.732963
3072,3072,3072,256,16,4,p2p-i-la,4,192.608902
3072,3072,3072,256,16,4,p2p-i-la,5,192.733517
3072,3072,3072,256,16,4,p2p-i-la,6,192.734032
3072,3072,3072,256,16,4,p2p-i-la,7,192.734051
3072,3072,3072,256,16,4,p2p-i-la,8,192.733880
3072,3072,3072,256,16,4,p2p-i-la,9,192.733880
3072,3072,3072,256,16,4,p2p-i-la,10,192.733880
3072,3072,3072,256,16,4,p2p-i-la,11,192.734090
3072,3072,3072,256,16,4,p2p-i-la,12,192.734090
256,256,256,256,16,5,p2p,0,2.518743
256,256,256,256,16,5,bcast,0,3.770959
256,256,256,256,16,5,p2p-i-la,1,10.939019
512,512,512,256,16,5,p2p,0,8.416419
512,512,512,256,16,5,bcast,0,15.761716
512,512,512,256,16,5,p2p-i-la,1,24.871866
512,512,512,256,16,5,p2p-i-la,2,24.871866
1024,1024,1024,256,16,5,p2p,0,28.095691
1024,1024,1024,256,16,5,bcast,0,46.234073
1024,1024,1024,256,16,5,p2p-i-la,1,59.876797
1024,1024,1024,256,16,5,p2p-i-la,2,60.344153
1024,1024,1024,256,16,5,p2p-i-la,3,60.310320
1024,1024,1024,256,16,5,p2p-i-la,4,60.310320
1536,1536,1536,256,16,5,p2p,0,36.667079
1536,1536,1536,256,16,5,bcast,0,69.086682
1536,1536,1536,256,16,5,p2p-i-la,1,89.195972
1536,1536,1536,256,16,5,p2p-i-la,2,89.689442
1536,1536,1536,256,16,5,p2p-i-la,3,89.713024
1536,1536,1536,256,16,5,p2p-i-la,4,89.713090
1536,1536,1536,256,16,5,p2p-i-la,5,89.713372
1536,1536,1536,256,16,5,p2p-i-la,6,89.713372
2048,2048,2048,256,16,5,p2p,0,59.992271
2048,2048,2048,256,16,5,bcast,0,102.268602
2048,2048,2048,256,16,5,p2p-i-la,1,122.699703
2048,2048,2048,256,16,5,p2p-i-la,2,126.271163
2048,2048,2048,256,16,5,p2p-i-la,3,126.549500
2048,2048,2048,256,16,5,p2p-i-la,4,126.546431
2048,2048,2048,256,16,5,p2p-i-la,5,125.194606
2048,2048,2048,256,16,5,p2p-i-la,6,126.763555
2048,2048,2048,256,16,5,p2p-i-la,7,126.726032
2048,2048,2048,256,16,5,p2p-i-la,8,126.726032
3072,3072,3072,256,16,5,p2p,0,88.811956
3072,3072,3072,256,16,5,bcast,0,156.896437
3072,3072,3072,256,16,5,p2p-i-la,1,187.615078
3072,3072,3072,256,16,5,p2p-i-la,2,189.724159
3072,3072,3072,256,16,5,p2p-i-la,3,190.340173
3072,3072,3072,256,16,5,p2p-i-la,4,190.509986
3072,3072,3072,256,16,5,p2p-i-la,5,190.510229
3072,3072,3072,256,16,5,p2p-i-la,6,190.410160
3072,3072,3072,256,16,5,p2p-i-la,7,190.152913
3072,3072,3072,256,16,5,p2p-i-la,8,190.242237
3072,3072,3072,256,16,5,p2p-i-la,9,190.522579
3072,3072,3072,256,16,5,p2p-i-la,10,190.522635
3072,3072,3072,256,16,5,p2p-i-la,11,190.510285
3072,3072,3072,256,16,5,p2p-i-la,12,190.510285
256,256,256,256,16,6,p2p,0,2.373280
256,256,256,256,16,6,bcast,0,3.892176
256,256,256,256,16,6,p2p-i-la,1,11.841870
512,512,512,256,16,6,p2p,0,8.270058
512,512,512,256,16,6,bcast,0,15.085446
512,512,512,256,16,6,p2p-i-la,1,29.323433
512,512,512,256,16,6,p2p-i-la,2,29.323433
1024,1024,1024,256,16,6,p2p,0,27.472102
1024,1024,1024,256,16,6,bcast,0,45.138478
1024,1024,1024,256,16,6,p2p-i-la,1,60.680660
1024,1024,1024,256,16,6,p2p-i-la,2,60.221439
1024,1024,1024,256,16,6,p2p-i-la,3,60.675372
1024,1024,1024,256,16,6,p2p-i-la,4,60.675372
1536,1536,1536,256,16,6,p2p,0,53.535524
1536,1536,1536,256,16,6,bcast,0,77.507879
1536,1536,1536,256,16,6,p2p-i-la,1,96.957956
1536,1536,1536,256,16,6,p2p-i-la,2,97.561588
1536,1536,1536,256,16,6,p2p-i-la,3,95.912628
1536,1536,1536,256,16,6,p2p-i-la,4,91.507172
1536,1536,1536,256,16,6,p2p-i-la,5,97.608724
1536,1536,1536,256,16,6,p2p-i-la,6,97.608724
2048,2048,2048,256,16,6,p2p,0,57.605987
2048,2048,2048,256,16,6,bcast,0,99.908785
2048,2048,2048,256,16,6,p2p-i-la,1,128.853534
2048,2048,2048,256,16,6,p2p-i-la,2,131.685328
2048,2048,2048,256,16,6,p2p-i-la,3,131.709969
2048,2048,2048,256,16,6,p2p-i-la,4,131.691961
2048,2048,2048,256,16,6,p2p-i-la,5,131.299428
2048,2048,2048,256,16,6,p2p-i-la,6,131.715115
2048,2048,2048,256,16,6,p2p-i-la,7,131.710406
2048,2048,2048,256,16,6,p2p-i-la,8,131.710406
3072,3072,3072,256,16,6,p2p,0,111.754651
3072,3072,3072,256,16,6,bcast,0,168.526356
3072,3072,3072,256,16,6,p2p-i-la,1,184.588325
3072,3072,3072,256,16,6,p2p-i-la,2,194.075168
3072,3072,3072,256,16,6,p2p-i-la,3,201.518220
3072,3072,3072,256,16,6,p2p-i-la,4,201.422375
3072,3072,3072,256,16,6,p2p-i-la,5,202.024575
3072,3072,3072,256,16,6,p2p-i-la,6,202.537528
3072,3072,3072,256,16,6,p2p-i-la,7,202.425314
3072,3072,3072,256,16,6,p2p-i-la,8,202.493892
3072,3072,3072,256,16,6,p2p-i-la,9,200.115493
3072,3072,3072,256,16,6,p2p-i-la,10,202.306114
3072,3072,3072,256,16,6,p2p-i-la,11,202.376316
3072,3072,3072,256,16,6,p2p-i-la,12,202.376316
256,256,256,256,16,12,p2p,0,1.739410
256,256,256,256,16,12,bcast,0,3.169311
256,256,256,256,16,12,p2p-i-la,1,8.848126
512,512,512,256,16,12,p2p,0,5.561868
512,512,512,256,16,12,bcast,0,12.075237
512,512,512,256,16,12,p2p-i-la,1,18.736707
512,512,512,256,16,12,p2p-i-la,2,18.736707
1024,1024,1024,256,16,12,p2p,0,19.175614
1024,1024,1024,256,16,12,bcast,0,38.019937
1024,1024,1024,256,16,12,p2p-i-la,1,45.834020
1024,1024,1024,256,16,12,p2p-i-la,2,46.074155
1024,1024,1024,256,16,12,p2p-i-la,3,46.033481
1024,1024,1024,256,16,12,p2p-i-la,4,46.033481
1536,1536,1536,256,16,12,p2p,0,39.969279
1536,1536,1536,256,16,12,bcast,0,66.230655
1536,1536,1536,256,16,12,p2p-i-la,1,72.813550
1536,1536,1536,256,16,12,p2p-i-la,2,73.157399
1536,1536,1536,256,16,12,p2p-i-la,3,73.121287
1536,1536,1536,256,16,12,p2p-i-la,4,70.726058
1536,1536,1536,256,16,12,p2p-i-la,5,73.157889
1536,1536,1536,256,16,12,p2p-i-la,6,73.157889
2048,2048,2048,256,16,12,p2p,0,65.871676
2048,2048,2048,256,16,12,bcast,0,97.113225
2048,2048,2048,256,16,12,p2p-i-la,1,103.762591
2048,2048,2048,256,16,12,p2p-i-la,2,103.765747
2048,2048,2048,256,16,12,p2p-i-la,3,103.772930
2048,2048,2048,256,16,12,p2p-i-la,4,103.773023
2048,2048,2048,256,16,12,p2p-i-la,5,103.786008
2048,2048,2048,256,16,12,p2p-i-la,6,103.786064
2048,2048,2048,256,16,12,p2p-i-la,7,103.760452
2048,2048,2048,256,16,12,p2p-i-la,8,103.760452
3072,3072,3072,256,16,12,p2p,0,122.314934
3072,3072,3072,256,16,12,bcast,0,165.099226
3072,3072,3072,256,16,12,p2p-i-la,1,162.235418
3072,3072,3072,256,16,12,p2p-i-la,2,169.332099
3072,3072,3072,256,16,12,p2p-i-la,3,170.665507
3072,3072,3072,256,16,12,p2p-i-la,4,170.665477
3072,3072,3072,256,16,12,p2p-i-la,5,170.665402
3072,3072,3072,256,16,12,p2p-i-la,6,170.665402
3072,3072,3072,256,16,12,p2p-i-la,7,170.665507
3072,3072,3072,256,16,12,p2p-i-la,8,170.665507
3072,3072,3072,256,16,12,p2p-i-la,9,170.665477
3072,3072,3072,256,16,12,p2p-i-la,10,170.675553
3072,3072,3072,256,16,12,p2p-i-la,11,170.665507
3072,3072,3072,256,16,12,p2p-i-la,12,170.665507
256,256,256,256,16,16,p2p,0,1.486358
256,256,256,256,16,16,bcast,0,2.846205
256,256,256,256,16,16,p2p-i-la,1,8.333616
512,512,512,256,16,16,p2p,0,4.676824
512,512,512,256,16,16,bcast,0,11.391933
512,512,512,256,16,16,p2p-i-la,1,17.569433
512,512,512,256,16,16,p2p-i-la,2,17.569433
1024,1024,1024,256,16,16,p2p,0,15.914129
1024,1024,1024,256,16,16,bcast,0,35.783386
1024,1024,1024,256,16,16,p2p-i-la,1,39.340833
1024,1024,1024,256,16,16,p2p-i-la,2,39.340572
1024,1024,1024,256,16,16,p2p-i-la,3,39.324073
1024,1024,1024,256,16,16,p2p-i-la,4,39.324073
1536,1536,1536,256,16,16,p2p,0,34.016982
1536,1536,1536,256,16,16,bcast,0,63.560215
1536,1536,1536,256,16,16,p2p-i-la,1,73.737956
1536,1536,1536,256,16,16,p2p-i-la,2,73.843670
1536,1536,1536,256,16,16,p2p-i-la,3,73.844926
1536,1536,1536,256,16,16,p2p-i-la,4,73.857529
1536,1536,1536,256,16,16,p2p-i-la,5,73.841686
1536,1536,1536,256,16,16,p2p-i-la,6,73.841686
2048,2048,2048,256,16,16,p2p,0,59.687167
2048,2048,2048,256,16,16,bcast,0,90.688761
2048,2048,2048,256,16,16,p2p-i-la,1,108.160177
2048,2048,2048,256,16,16,p2p-i-la,2,108.834150
2048,2048,2048,256,16,16,p2p-i-la,3,109.546804
2048,2048,2048,256,16,16,p2p-i-la,4,109.664247
2048,2048,2048,256,16,16,p2p-i-la,5,109.828041
2048,2048,2048,256,16,16,p2p-i-la,6,109.992440
2048,2048,2048,256,16,16,p2p-i-la,7,109.993027
2048,2048,2048,256,16,16,p2p-i-la,8,109.993027
3072,3072,3072,256,16,16,p2p,0,119.065231
3072,3072,3072,256,16,16,bcast,0,148.957133
3072,3072,3072,256,16,16,p2p-i-la,1,161.288240
3072,3072,3072,256,16,16,p2p-i-la,2,173.824313
3072,3072,3072,256,16,16,p2p-i-la,3,178.286373
3072,3072,3072,256,16,16,p2p-i-la,4,178.238598
3072,3072,3072,256,16,16,p2p-i-la,5,178.291454
3072,3072,3072,256,16,16,p2p-i-la,6,178.291471
3072,3072,3072,256,16,16,p2p-i-la,7,178.291487
3072,3072,3072,256,16,16,p2p-i-la,8,178.291471
3072,3072,3072,256,16,16,p2p-i-la,9,178.291144
3072,3072,3072,256,16,16,p2p-i-la,10,178.291226
3072,3072,3072,256,16,16,p2p-i-la,11,178.290964
3072,3072,3072,256,16,16,p2p-i-la,12,178.290964
