m,n,k,b,p,q,algo,lookahead,gflops
1024,1024,1024,256,16,2,p2p-i-la,4,46.700924
1536,1536,1536,256,16,2,p2p,0,14.406420
1536,1536,1536,256,16,2,bcast,0,54.259583
1536,1536,1536,256,16,2,p2p-i-la,1,60.321976
1536,1536,1536,256,16,2,p2p-i-la,2,64.926587
1536,1536,1536,256,16,2,p2p-i-la,3,69.019102
1536,1536,1536,256,16,2,p2p-i-la,4,74.939362
1536,1536,1536,256,16,2,p2p-i-la,5,83.630299
1536,1536,1536,256,16,2,p2p-i-la,6,83.630299
2048,2048,2048,256,16,2,p2p,0,20.550160
2048,2048,2048,256,16,2,bcast,0,64.265248
2048,2048,2048,256,16,2,p2p-i-la,1,81.116040
2048,2048,2048,256,16,2,p2p-i-la,2,87.036697
2048,2048,2048,256,16,2,p2p-i-la,3,95.175810
2048,2048,2048,256,16,2,p2p-i-la,4,100.889234
2048,2048,2048,256,16,2,p2p-i-la,5,108.740513
2048,2048,2048,256,16,2,p2p-i-la,6,116.571075
2048,2048,2048,256,16,2,p2p-i-la,7,124.934197
2048,2048,2048,256,16,2,p2p-i-la,8,124.934197
3072,3072,3072,256,16,2,p2p,0,32.388619
3072,3072,3072,256,16,2,bcast,0,103.694591
3072,3072,3072,256,16,2,p2p-i-la,1,123.471902
3072,3072,3072,256,16,2,p2p-i-la,2,132.934019
3072,3072,3072,256,16,2,p2p-i-la,3,144.567051
3072,3072,3072,256,16,2,p2p-i-la,4,156.240642
3072,3072,3072,256,16,2,p2p-i-la,5,170.396769
3072,3072,3072,256,16,2,p2p-i-la,6,177.710779
3072,3072,3072,256,16,2,p2p-i-la,7,184.196653
3072,3072,3072,256,16,2,p2p-i-la,8,189.921903
3072,3072,3072,256,16,2,p2p-i-la,9,194.957291
3072,3072,3072,256,16,2,p2p-i-la,10,199.319111
3072,3072,3072,256,16,2,p2p-i-la,11,207.849962
3072,3072,3072,256,16,2,p2p-i-la,12,207.849962
256,256,256,256,16,4,p2p,0,0.540402
256,256,256,256,16,4,bcast,0,1.828530
256,256,256,256,16,4,p2p-i-la,1,3.481456
512,512,512,256,16,4,p2p,0,2.297784
512,512,512,256,16,4,bcast,0,7.717412
512,512,512,256,16,4,p2p-i-la,1,17.302977
512,512,512,256,16,4,p2p-i-la,2,17.302977
1024,1024,1024,256,16,4,p2p,0,9.721264
1024,1024,1024,256,16,4,bcast,0,31.897352
1024,1024,1024,256,16,4,p2p-i-la,1,38.516961
1024,1024,1024,256,16,4,p2p-i-la,2,40.056771
1024,1024,1024,256,16,4,p2p-i-la,3,45.535748
1024,1024,1024,256,16,4,p2p-i-la,4,45.535748
1536,1536,1536,256,16,4,p2p,0,12.790363
1536,1536,1536,256,16,4,bcast,0,43.388758
1536,1536,1536,256,16,4,p2p-i-la,1,58.819136
1536,1536,1536,256,16,4,p2p-i-la,2,63.738084
1536,1536,1536,256,16,4,p2p-i-la,3,67.764625
1536,1536,1536,256,16,4,p2p-i-la,4,73.448258
1536,1536,1536,256,16,4,p2p-i-la,5,81.511517
1536,1536,1536,256,16,4,p2p-i-la,6,81.511517
2048,2048,2048,256,16,4,p2p,0,23.719748
2048,2048,2048,256,16,4,bcast,0,62.751131
2048,2048,2048,256,16,4,p2p-i-la,1,79.715961
2048,2048,2048,256,16,4,p2p-i-la,2,85.642807
2048,2048,2048,256,16,4,p2p-i-la,3,93.626965
2048,2048,2048,256,16,4,p2p-i-la,4,99.273840
2048,2048,2048,256,16,4,p2p-i-la,5,106.760908
2048,2048,2048,256,16,4,p2p-i-la,6,113.800364
2048,2048,2048,256,16,4,p2p-i-la,7,122.510897
2048,2048,2048,256,16,4,p2p-i-la,8,122.510897
3072,3072,3072,256,16,4,p2p,0,37.903956
3072,3072,3072,256,16,4,bcast,0,102.408608
3072,3072,3072,256,16,4,p2p-i-la,1,122.040686
3072,3072,3072,256,16,4,p2p-i-la,2,131.605331
3072,3072,3072,256,16,4,p2p-i-la,3,142.670004
3072,3072,3072,256,16,4,p2p-i-la,4,153.757941
3072,3072,3072,256,16,4,p2p-i-la,5,167.998096
3072,3072,3072,256,16,4,p2p-i-la,6,174.748009
3072,3072,3072,256,16,4,p2p-i-la,7,181.171580
3072,3072,3072,256,16,4,p2p-i-la,8,186.827066
3072,3072,3072,256,16,4,p2p-i-la,9,191.532621
3072,3072,3072,256,16,4,p2p-i-la,10,195.558740
3072,3072,3072,256,16,4,p2p-i-la,11,205.127531
3072,3072,3072,256,16,4,p2p-i-la,12,205.127531
256,256,256,256,16,5,p2p,0,0.435285
256,256,256,256,16,5,bcast,0,1.440403
256,256,256,256,16,5,p2p-i-la,1,2.798771
512,512,512,256,16,5,p2p,0,1.860142
512,512,512,256,16,5,bcast,0,6.186313
512,512,512,256,16,5,p2p-i-la,1,16.463280
512,512,512,256,16,5,p2p-i-la,2,16.463280
1024,1024,1024,256,16,5,p2p,0,8.121944
1024,1024,1024,256,16,5,bcast,0,26.699367
1024,1024,1024,256,16,5,p2p-i-la,1,37.462705
1024,1024,1024,256,16,5,p2p-i-la,2,38.354629
1024,1024,1024,256,16,5,p2p-i-la,3,44.389464
1024,1024,1024,256,16,5,p2p-i-la,4,44.389464
1536,1536,1536,256,16,5,p2p,0,10.585339
1536,1536,1536,256,16,5,bcast,0,37.877267
1536,1536,1536,256,16,5,p2p-i-la,1,58.049986
1536,1536,1536,256,16,5,p2p-i-la,2,63.051042
1536,1536,1536,256,16,5,p2p-i-la,3,67.056103
1536,1536,1536,256,16,5,p2p-i-la,4,72.329516
1536,1536,1536,256,16,5,p2p-i-la,5,80.478820
1536,1536,1536,256,16,5,p2p-i-la,6,80.478820
2048,2048,2048,256,16,5,p2p,0,20.503257
2048,2048,2048,256,16,5,bcast,0,55.752071
2048,2048,2048,256,16,5,p2p-i-la,1,79.114797
2048,2048,2048,256,16,5,p2p-i-la,2,84.900629
2048,2048,2048,256,16,5,p2p-i-la,3,92.484249
2048,2048,2048,256,16,5,p2p-i-la,4,98.021614
2048,2048,2048,256,16,5,p2p-i-la,5,105.626202
2048,2048,2048,256,16,5,p2p-i-la,6,112.945914
2048,2048,2048,256,16,5,p2p-i-la,7,121.296803
2048,2048,2048,256,16,5,p2p-i-la,8,121.296803
3072,3072,3072,256,16,5,p2p,0,32.440881
3072,3072,3072,256,16,5,bcast,0,91.090247
3072,3072,3072,256,16,5,p2p-i-la,1,121.315057
3072,3072,3072,256,16,5,p2p-i-la,2,130.520729
3072,3072,3072,256,16,5,p2p-i-la,3,141.624692
3072,3072,3072,256,16,5,p2p-i-la,4,152.092627
3072,3072,3072,256,16,5,p2p-i-la,5,166.249285
3072,3072,3072,256,16,5,p2p-i-la,6,173.185288
3072,3072,3072,256,16,5,p2p-i-la,7,179.515415
3072,3072,3072,256,16,5,p2p-i-la,8,184.905068
3072,3072,3072,256,16,5,p2p-i-la,9,189.475385
3072,3072,3072,256,16,5,p2p-i-la,10,194.528270
3072,3072,3072,256,16,5,p2p-i-la,11,203.787847
3072,3072,3072,256,16,5,p2p-i-la,12,203.787847
256,256,256,256,16,6,p2p,0,0.363942
256,256,256,256,16,6,bcast,0,1.221971
256,256,256,256,16,6,p2p-i-la,1,2.339930
512,512,512,256,16,6,p2p,0,1.553284
512,512,512,256,16,6,bcast,0,5.208867
512,512,512,256,16,6,p2p-i-la,1,15.701461
512,512,512,256,16,6,p2p-i-la,2,15.701461
1024,1024,1024,256,16,6,p2p,0,7.051485
1024,1024,1024,256,16,6,bcast,0,22.630935
1024,1024,1024,256,16,6,p2p-i-la,1,36.438558
1024,1024,1024,256,16,6,p2p-i-la,2,36.798540
1024,1024,1024,256,16,6,p2p-i-la,3,43.301862
1024,1024,1024,256,16,6,p2p-i-la,4,43.301862
1536,1536,1536,256,16,6,p2p,0,17.070333
1536,1536,1536,256,16,6,bcast,0,49.863545
1536,1536,1536,256,16,6,p2p-i-la,1,56.940826
1536,1536,1536,256,16,6,p2p-i-la,2,62.081066
1536,1536,1536,256,16,6,p2p-i-la,3,66.125958
1536,1536,1536,256,16,6,p2p-i-la,4,70.404140
1536,1536,1536,256,16,6,p2p-i-la,5,79.478742
1536,1536,1536,256,16,6,p2p-i-la,6,79.478742
2048,2048,2048,256,16,6,p2p,0,17.435561
2048,2048,2048,256,16,6,bcast,0,48.104170
2048,2048,2048,256,16,6,p2p-i-la,1,77.588688
2048,2048,2048,256,16,6,p2p-i-la,2,83.636425
2048,2048,2048,256,16,6,p2p-i-la,3,91.602549
2048,2048,2048,256,16,6,p2p-i-la,4,96.956454
2048,2048,2048,256,16,6,p2p-i-la,5,104.135594
2048,2048,2048,256,16,6,p2p-i-la,6,111.198993
2048,2048,2048,256,16,6,p2p-i-la,7,120.134921
2048,2048,2048,256,16,6,p2p-i-la,8,120.134921
3072,3072,3072,256,16,6,p2p,0,40.840796
3072,3072,3072,256,16,6,bcast,0,105.657478
3072,3072,3072,256,16,6,p2p-i-la,1,119.970488
3072,3072,3072,256,16,6,p2p-i-la,2,128.993756
3072,3072,3072,256,16,6,p2p-i-la,3,140.123677
3072,3072,3072,256,16,6,p2p-i-la,4,150.343345
3072,3072,3072,256,16,6,p2p-i-la,5,164.318293
3072,3072,3072,256,16,6,p2p-i-la,6,171.235626
3072,3072,3072,256,16,6,p2p-i-la,7,177.674474
3072,3072,3072,256,16,6,p2p-i-la,8,182.754051
3072,3072,3072,256,16,6,p2p-i-la,9,186.865144
3072,3072,3072,256,16,6,p2p-i-la,10,191.512146
3072,3072,3072,256,16,6,p2p-i-la,11,202.455816
3072,3072,3072,256,16,6,p2p-i-la,12,202.455816
256,256,256,256,16,12,p2p,0,0.221574
256,256,256,256,16,12,bcast,0,0.740226
256,256,256,256,16,12,p2p-i-la,1,1.705991
512,512,512,256,16,12,p2p,0,0.922394
512,512,512,256,16,12,bcast,0,3.408246
512,512,512,256,16,12,p2p-i-la,1,13.262669
512,512,512,256,16,12,p2p-i-la,2,13.262669
1024,1024,1024,256,16,12,p2p,0,4.010499
1024,1024,1024,256,16,12,bcast,0,15.117725
1024,1024,1024,256,16,12,p2p-i-la,1,37.102306
1024,1024,1024,256,16,12,p2p-i-la,2,39.678639
1024,1024,1024,256,16,12,p2p-i-la,3,50.226825
1024,1024,1024,256,16,12,p2p-i-la,4,50.226825
1536,1536,1536,256,16,12,p2p,0,9.998792
1536,1536,1536,256,16,12,bcast,0,33.761347
1536,1536,1536,256,16,12,p2p-i-la,1,60.512089
1536,1536,1536,256,16,12,p2p-i-la,2,67.366902
1536,1536,1536,256,16,12,p2p-i-la,3,74.206295
1536,1536,1536,256,16,12,p2p-i-la,4,82.174144
1536,1536,1536,256,16,12,p2p-i-la,5,94.663266
1536,1536,1536,256,16,12,p2p-i-la,6,94.663266
2048,2048,2048,256,16,12,p2p,0,19.923733
2048,2048,2048,256,16,12,bcast,0,56.655226
2048,2048,2048,256,16,12,p2p-i-la,1,85.594637
2048,2048,2048,256,16,12,p2p-i-la,2,93.493807
2048,2048,2048,256,16,12,p2p-i-la,3,103.582641
2048,2048,2048,256,16,12,p2p-i-la,4,111.317127
2048,2048,2048,256,16,12,p2p-i-la,5,121.220678
2048,2048,2048,256,16,12,p2p-i-la,6,131.243424
2048,2048,2048,256,16,12,p2p-i-la,7,140.288913
2048,2048,2048,256,16,12,p2p-i-la,8,140.288913
3072,3072,3072,256,16,12,p2p,0,47.599354
3072,3072,3072,256,16,12,bcast,0,123.692117
3072,3072,3072,256,16,12,p2p-i-la,1,145.925737
3072,3072,3072,256,16,12,p2p-i-la,2,157.316489
3072,3072,3072,256,16,12,p2p-i-la,3,166.969891
3072,3072,3072,256,16,12,p2p-i-la,4,174.223453
3072,3072,3072,256,16,12,p2p-i-la,5,180.014808
3072,3072,3072,256,16,12,p2p-i-la,6,186.549937
3072,3072,3072,256,16,12,p2p-i-la,7,192.220429
3072,3072,3072,256,16,12,p2p-i-la,8,195.197019
3072,3072,3072,256,16,12,p2p-i-la,9,200.762622
3072,3072,3072,256,16,12,p2p-i-la,10,212.685124
3072,3072,3072,256,16,12,p2p-i-la,11,230.645014
3072,3072,3072,256,16,12,p2p-i-la,12,230.645014
256,256,256,256,16,16,p2p,0,0.234933
256,256,256,256,16,16,bcast,0,0.634055
256,256,256,256,16,16,p2p-i-la,1,1.653133
512,512,512,256,16,16,p2p,0,0.960033
512,512,512,256,16,16,bcast,0,3.083664
512,512,512,256,16,16,p2p-i-la,1,12.995813
512,512,512,256,16,16,p2p-i-la,2,12.995813
1024,1024,1024,256,16,16,p2p,0,3.978154
1024,1024,1024,256,16,16,bcast,0,13.729164
1024,1024,1024,256,16,16,p2p-i-la,1,36.316711
1024,1024,1024,256,16,16,p2p-i-la,2,41.278507
1024,1024,1024,256,16,16,p2p-i-la,3,52.487188
1024,1024,1024,256,16,16,p2p-i-la,4,52.487188
1536,1536,1536,256,16,16,p2p,0,9.453165
1536,1536,1536,256,16,16,bcast,0,31.084199
1536,1536,1536,256,16,16,p2p-i-la,1,63.342233
1536,1536,1536,256,16,16,p2p-i-la,2,69.122067
1536,1536,1536,256,16,16,p2p-i-la,3,76.907482
1536,1536,1536,256,16,16,p2p-i-la,4,88.607588
1536,1536,1536,256,16,16,p2p-i-la,5,99.778787
1536,1536,1536,256,16,16,p2p-i-la,6,99.778787
2048,2048,2048,256,16,16,p2p,0,18.167457
2048,2048,2048,256,16,16,bcast,0,55.134516
2048,2048,2048,256,16,16,p2p-i-la,1,90.768099
2048,2048,2048,256,16,16,p2p-i-la,2,99.989758
2048,2048,2048,256,16,16,p2p-i-la,3,105.529297
2048,2048,2048,256,16,16,p2p-i-la,4,114.668777
2048,2048,2048,256,16,16,p2p-i-la,5,126.435159
2048,2048,2048,256,16,16,p2p-i-la,6,140.469042
2048,2048,2048,256,16,16,p2p-i-la,7,154.901409
2048,2048,2048,256,16,16,p2p-i-la,8,154.901409
3072,3072,3072,256,16,16,p2p,0,44.419543
3072,3072,3072,256,16,16,bcast,0,112.938112
3072,3072,3072,256,16,16,p2p-i-la,1,159.859554
3072,3072,3072,256,16,16,p2p-i-la,2,173.722758
3072,3072,3072,256,16,16,p2p-i-la,3,184.307579
3072,3072,3072,256,16,16,p2p-i-la,4,187.671289
3072,3072,3072,256,16,16,p2p-i-la,5,188.743506
3072,3072,3072,256,16,16,p2p-i-la,6,198.695483
3072,3072,3072,256,16,16,p2p-i-la,7,209.470472
3072,3072,3072,256,16,16,p2p-i-la,8,227.662344
3072,3072,3072,256,16,16,p2p-i-la,9,240.666033
3072,3072,3072,256,16,16,p2p-i-la,10,258.489322
3072,3072,3072,256,16,16,p2p-i-la,11,279.352873
3072,3072,3072,256,16,16,p2p-i-la,12,279.352873
